,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
7375,461572,Female,Yes,57,Yes,Artist,0.0,Average,3.0,Cat_2,C
7599,466271,Male,No,33,No,Entertainment,1.0,Low,3.0,Cat_2,B
7611,459172,Male,No,21,No,Healthcare,3.0,Low,3.0,Cat_2,D
7635,465302,Female,Yes,57,Yes,Artist,1.0,High,3.0,Cat_2,B
7664,463604,Male,No,23,No,Healthcare,2.0,Low,3.0,Cat_2,D
7756,465987,Male,No,20,No,Healthcare,1.0,Low,3.0,Cat_2,D
7760,461477,Female,No,31,Yes,Healthcare,0.0,Low,3.0,Cat_2,C
8053,465667,Male,No,23,No,Healthcare,1.0,Low,3.0,Cat_2,D
209,464761,Female,Yes,50,No,Engineer,8.0,Average,4.0,Cat_2,B
235,464464,Male,No,28,No,Healthcare,0.0,Low,4.0,Cat_2,C
311,461989,Female,No,57,Yes,Engineer,0.0,Average,4.0,Cat_2,C
374,462842,Male,No,23,No,Doctor,6.0,Low,4.0,Cat_2,D
433,461139,Female,No,32,Yes,Artist,4.0,Low,4.0,Cat_2,A
441,463287,Male,Yes,50,Yes,Artist,1.0,Average,4.0,Cat_2,C
484,465609,Female,No,21,No,Healthcare,1.0,Low,4.0,Cat_2,D
526,467320,Female,No,21,No,Healthcare,0.0,Low,4.0,Cat_2,D
604,459046,Male,Yes,57,Yes,Executive,0.0,Low,4.0,Cat_2,A
630,461668,Male,Yes,50,Yes,Artist,3.0,Average,4.0,Cat_2,C
688,466269,Female,No,25,No,Healthcare,0.0,Low,4.0,Cat_2,D
696,463041,Female,Yes,43,Yes,Artist,0.0,Average,4.0,Cat_2,B
700,461811,Female,No,40,Yes,Healthcare,8.0,Low,4.0,Cat_2,D
701,466370,Female,No,48,Yes,Artist,0.0,Low,4.0,Cat_2,C
799,464209,Male,Yes,52,Yes,Executive,1.0,Average,4.0,Cat_2,C
849,466246,Male,No,19,No,Healthcare,0.0,Low,4.0,Cat_2,D
905,462040,Male,No,19,No,Healthcare,5.0,Low,4.0,Cat_2,D
946,467940,Female,No,29,No,Marketing,9.0,Low,4.0,Cat_2,A
1060,467834,Female,No,23,No,Healthcare,0.0,Low,4.0,Cat_2,D
1072,462139,Female,No,27,Yes,Healthcare,1.0,Low,4.0,Cat_2,C
1132,467942,Female,Yes,41,Yes,Artist,1.0,High,4.0,Cat_2,C
1140,461588,Male,No,33,Yes,Marketing,0.0,Low,4.0,Cat_2,D
1371,462699,Female,Yes,61,Yes,Lawyer,0.0,High,4.0,Cat_2,B
1441,466846,Male,No,18,No,Healthcare,2.0,Low,4.0,Cat_2,D
1629,461332,Male,No,30,No,Healthcare,1.0,Low,4.0,Cat_2,C
1648,465405,Female,No,29,Yes,Homemaker,0.0,High,4.0,Cat_2,B
1848,461303,Female,No,23,No,Doctor,7.0,Low,4.0,Cat_2,C
1879,461913,Male,No,37,Yes,Entertainment,6.0,Low,4.0,Cat_2,A
1994,463367,Female,No,35,Yes,Engineer,4.0,Low,4.0,Cat_2,C
2058,461584,Female,Yes,56,Yes,Artist,1.0,High,4.0,Cat_2,B
2098,463721,Female,No,31,Yes,Healthcare,1.0,Low,4.0,Cat_2,B
2384,461562,Male,Yes,51,Yes,Artist,1.0,Average,4.0,Cat_2,C
2479,467256,Male,No,33,No,Healthcare,0.0,Low,4.0,Cat_2,B
2543,463353,Male,Yes,50,Yes,Executive,4.0,Average,4.0,Cat_2,B
2572,463686,Female,No,32,No,Artist,2.0,Low,4.0,Cat_2,A
2642,466375,Male,Yes,52,Yes,Entertainment,1.0,Low,4.0,Cat_2,C
2769,467001,Female,Yes,53,Yes,Entertainment,8.0,Average,4.0,Cat_2,B
2791,465533,Female,Yes,50,Yes,Entertainment,0.0,Average,4.0,Cat_2,B
2916,463547,Female,No,28,No,Healthcare,0.0,Low,4.0,Cat_2,B
3165,461350,Male,No,30,No,Healthcare,1.0,Low,4.0,Cat_2,D
3246,463937,Male,No,27,Yes,Entertainment,0.0,Low,4.0,Cat_2,C
3273,462180,Female,Yes,60,Yes,Engineer,4.0,Average,4.0,Cat_2,B
3293,463620,Male,No,19,No,Healthcare,1.0,Low,4.0,Cat_2,D
3434,463669,Female,Yes,31,Yes,Marketing,7.0,High,4.0,Cat_2,A
3519,462492,Male,Yes,36,No,Artist,1.0,Average,4.0,Cat_2,B
3618,463093,Female,Yes,31,No,Healthcare,1.0,Low,4.0,Cat_2,C
3620,463248,Female,Yes,26,No,Homemaker,8.0,Average,4.0,Cat_2,D
3651,466371,Male,No,19,No,Healthcare,1.0,Low,4.0,Cat_2,D
3788,463851,Female,Yes,45,Yes,Artist,4.0,Average,4.0,Cat_2,C
3917,462928,Male,Yes,49,Yes,Artist,2.0,Average,4.0,Cat_2,C
4119,466174,Female,No,20,No,Healthcare,8.0,Low,4.0,Cat_2,D
4132,463799,Female,No,41,Yes,Artist,0.0,Low,4.0,Cat_2,B
4173,463695,Female,No,30,Yes,Doctor,1.0,Low,4.0,Cat_2,A
4188,467829,Female,No,22,No,Doctor,3.0,Low,4.0,Cat_2,D
4210,463356,Male,No,29,Yes,Healthcare,5.0,Low,4.0,Cat_2,D
4294,466247,Female,No,51,Yes,Artist,0.0,Low,4.0,Cat_2,C
4346,466005,Male,No,62,Yes,Entertainment,1.0,Low,4.0,Cat_2,C
4432,459302,Female,Yes,57,Yes,Artist,1.0,Average,4.0,Cat_2,C
4572,460805,Male,No,36,Yes,Healthcare,8.0,Low,4.0,Cat_2,A
4650,464251,Male,Yes,65,Yes,Artist,0.0,Average,4.0,Cat_2,B
4652,461476,Male,Yes,53,Yes,Artist,1.0,Average,4.0,Cat_2,C
4659,466255,Male,Yes,45,Yes,Entertainment,0.0,Low,4.0,Cat_2,C
4666,461717,Female,No,26,Yes,Healthcare,0.0,Low,4.0,Cat_2,A
4676,464181,Female,No,31,Yes,Healthcare,6.0,Low,4.0,Cat_2,D
4680,464567,Male,No,33,Yes,Healthcare,8.0,Low,4.0,Cat_2,D
4688,461375,Male,No,29,Yes,Healthcare,1.0,Low,4.0,Cat_2,D
4860,463754,Male,No,33,Yes,Entertainment,1.0,Low,4.0,Cat_2,D
4924,466691,Male,No,18,No,Healthcare,5.0,Low,4.0,Cat_2,D
4927,462532,Male,No,32,Yes,Doctor,0.0,Low,4.0,Cat_2,D
5028,466207,Female,Yes,37,Yes,Doctor,9.0,Average,4.0,Cat_2,C
5103,465262,Male,Yes,60,Yes,Entertainment,7.0,Average,4.0,Cat_2,B
5255,465365,Male,No,31,No,Entertainment,1.0,Low,4.0,Cat_2,D
5291,461856,Female,Yes,45,Yes,Artist,3.0,High,4.0,Cat_2,C
5293,464593,Female,No,35,Yes,Doctor,1.0,Low,4.0,Cat_2,B
5569,461947,Female,No,33,Yes,Healthcare,0.0,Low,4.0,Cat_2,B
5603,459644,Female,No,33,No,Marketing,9.0,Low,4.0,Cat_2,D
5729,461927,Male,No,25,No,Healthcare,1.0,Low,4.0,Cat_2,C
5791,464428,Female,Yes,89,Yes,Entertainment,6.0,Average,4.0,Cat_2,A
5798,462271,Male,Yes,45,Yes,Executive,2.0,Average,4.0,Cat_2,B
5845,463606,Male,No,22,No,Marketing,0.0,Low,4.0,Cat_2,C
5952,463737,Male,No,28,Yes,Healthcare,7.0,Low,4.0,Cat_2,C
5995,459049,Male,Yes,49,Yes,Executive,2.0,High,4.0,Cat_2,B
6036,463972,Male,Yes,66,Yes,Artist,0.0,Low,4.0,Cat_2,C
6057,462559,Female,Yes,47,Yes,Engineer,9.0,Average,4.0,Cat_2,C
6105,466218,Female,Yes,22,No,Healthcare,5.0,Low,4.0,Cat_2,D
6136,464838,Male,No,19,No,Healthcare,0.0,Low,4.0,Cat_2,D
6175,461498,Female,No,26,No,Doctor,1.0,Low,4.0,Cat_2,D
6255,464003,Male,No,22,No,Healthcare,0.0,Low,4.0,Cat_2,D
6261,460376,Female,No,29,Yes,Healthcare,3.0,Low,4.0,Cat_2,C
6431,460259,Male,No,21,No,Healthcare,1.0,Low,4.0,Cat_2,D
6612,461557,Male,No,38,Yes,Artist,6.0,Low,4.0,Cat_2,A
6634,464067,Female,No,28,Yes,Entertainment,0.0,Low,4.0,Cat_2,B
6821,463566,Female,Yes,41,Yes,Homemaker,0.0,Average,4.0,Cat_2,C
7051,463347,Male,Yes,49,Yes,Artist,1.0,Average,4.0,Cat_2,A
7061,467017,Male,No,31,Yes,Engineer,1.0,Low,4.0,Cat_2,A
7318,463322,Female,Yes,72,Yes,Lawyer,1.0,High,4.0,Cat_2,B
7376,464607,Female,Yes,49,Yes,Artist,0.0,Average,4.0,Cat_2,C
7378,467679,Female,Yes,51,Yes,Artist,0.0,Average,4.0,Cat_2,C
7547,467642,Male,Yes,46,Yes,Artist,2.0,Average,4.0,Cat_2,C
7560,466345,Male,No,21,No,Healthcare,1.0,Low,4.0,Cat_2,D
7700,460162,Female,No,21,No,Healthcare,1.0,Low,4.0,Cat_2,D
7806,464777,Female,Yes,52,No,Engineer,8.0,Average,4.0,Cat_2,B
7811,461280,Male,No,20,No,Healthcare,7.0,Low,4.0,Cat_2,D
7846,465340,Female,No,28,Yes,Artist,3.0,Low,4.0,Cat_2,D
8039,465306,Male,Yes,69,No,Executive,0.0,Average,4.0,Cat_2,D
130,465215,Male,Yes,39,Yes,Executive,9.0,High,5.0,Cat_2,A
249,467050,Female,No,21,No,Engineer,0.0,Low,5.0,Cat_2,B
404,462714,Female,Yes,40,Yes,Engineer,1.0,High,5.0,Cat_2,B
582,460767,Male,Yes,57,Yes,Entertainment,8.0,Average,5.0,Cat_2,A
687,461394,Female,No,21,No,Engineer,0.0,Low,5.0,Cat_2,D
717,461792,Female,No,23,No,Healthcare,6.0,Low,5.0,Cat_2,D
1050,461715,Male,No,43,Yes,Entertainment,0.0,Low,5.0,Cat_2,A
1595,467782,Female,No,30,Yes,Entertainment,0.0,Low,5.0,Cat_2,A
1927,463637,Female,No,30,Yes,Healthcare,0.0,Low,5.0,Cat_2,A
2013,462455,Male,No,20,No,Healthcare,1.0,Low,5.0,Cat_2,D
2030,460830,Male,Yes,40,No,Entertainment,2.0,Average,5.0,Cat_2,B
2107,465257,Male,No,20,No,Healthcare,4.0,Low,5.0,Cat_2,D
2330,462759,Male,No,22,No,Healthcare,4.0,Low,5.0,Cat_2,D
2339,460167,Female,No,18,No,Entertainment,1.0,Low,5.0,Cat_2,C
2363,465598,Male,No,28,Yes,Healthcare,6.0,Low,5.0,Cat_2,D
2400,465779,Female,No,19,No,Healthcare,0.0,Low,5.0,Cat_2,D
2487,460175,Female,No,28,No,Artist,0.0,Low,5.0,Cat_2,C
2512,461388,Male,No,21,No,Healthcare,0.0,Low,5.0,Cat_2,D
2521,465463,Female,No,28,No,Doctor,0.0,Low,5.0,Cat_2,A
2590,463915,Female,No,21,Yes,Healthcare,0.0,Low,5.0,Cat_2,D
2655,460924,Male,No,28,No,Doctor,1.0,Low,5.0,Cat_2,D
2735,463956,Female,No,28,No,Entertainment,0.0,Low,5.0,Cat_2,D
2832,465256,Male,No,22,No,Healthcare,0.0,Low,5.0,Cat_2,D
2868,460804,Female,No,30,Yes,Artist,0.0,Low,5.0,Cat_2,A
2993,461352,Male,No,25,No,Healthcare,3.0,Low,5.0,Cat_2,D
3064,466927,Male,No,19,No,Engineer,7.0,Low,5.0,Cat_2,D
3105,466133,Female,No,21,No,Healthcare,7.0,Low,5.0,Cat_2,D
3117,459825,Male,No,22,No,Healthcare,0.0,Low,5.0,Cat_2,D
3295,463794,Female,No,32,Yes,Healthcare,0.0,Low,5.0,Cat_2,D
3402,459120,Male,No,23,No,Healthcare,5.0,Low,5.0,Cat_2,D
3412,466526,Male,No,33,No,Healthcare,1.0,Low,5.0,Cat_2,B
3750,461794,Female,No,19,No,Healthcare,5.0,Low,5.0,Cat_2,D
4200,466637,Male,Yes,48,Yes,Artist,1.0,High,5.0,Cat_2,C
4262,463349,Male,No,20,No,Healthcare,5.0,Low,5.0,Cat_2,D
4269,466842,Male,No,19,No,Healthcare,8.0,Low,5.0,Cat_2,D
4298,465364,Female,No,38,Yes,Doctor,5.0,Low,5.0,Cat_2,A
4344,466284,Male,Yes,46,Yes,Artist,1.0,Average,5.0,Cat_2,C
4587,463753,Female,No,30,Yes,Healthcare,0.0,Low,5.0,Cat_2,D
4771,466289,Male,No,19,No,Healthcare,2.0,Low,5.0,Cat_2,D
4802,463881,Female,Yes,37,No,Engineer,0.0,Average,5.0,Cat_2,B
4871,464127,Female,No,33,Yes,Healthcare,1.0,Low,5.0,Cat_2,B
5008,460412,Female,No,31,No,Healthcare,0.0,Low,5.0,Cat_2,D
5298,463409,Female,Yes,43,No,Entertainment,7.0,Average,5.0,Cat_2,B
5324,461497,Male,No,29,No,Doctor,5.0,Low,5.0,Cat_2,B
5502,460228,Male,No,31,No,Healthcare,2.0,Low,5.0,Cat_2,A
5527,462099,Female,Yes,47,Yes,Doctor,2.0,Average,5.0,Cat_2,C
5711,463958,Female,No,25,No,Healthcare,0.0,Low,5.0,Cat_2,C
5779,463542,Female,Yes,27,No,Artist,6.0,High,5.0,Cat_2,A
5929,466840,Male,No,20,No,Healthcare,4.0,Low,5.0,Cat_2,D
6011,465743,Female,Yes,50,Yes,Artist,1.0,Average,5.0,Cat_2,C
6173,462018,Male,No,22,No,Healthcare,8.0,Low,5.0,Cat_2,D
6201,465354,Male,No,18,No,Doctor,0.0,Low,5.0,Cat_2,C
6270,463600,Male,No,33,No,Healthcare,3.0,Low,5.0,Cat_2,B
6424,466288,Male,Yes,36,Yes,Artist,7.0,Average,5.0,Cat_2,B
6637,462177,Male,No,43,Yes,Artist,6.0,Low,5.0,Cat_2,B
6740,462254,Male,Yes,38,No,Executive,1.0,Average,5.0,Cat_2,B
6805,466859,Male,No,22,No,Healthcare,0.0,Low,5.0,Cat_2,D
7060,466286,Female,Yes,49,Yes,Artist,0.0,Average,5.0,Cat_2,C
7242,459346,Male,Yes,47,Yes,Executive,0.0,Average,5.0,Cat_2,B
7758,463687,Female,No,31,No,Healthcare,0.0,Low,5.0,Cat_2,D
7859,461237,Male,No,30,Yes,Doctor,0.0,Low,5.0,Cat_2,A
7890,460277,Female,No,20,No,Entertainment,1.0,Low,5.0,Cat_2,B
741,461954,Female,Yes,35,No,Engineer,2.0,Average,6.0,Cat_2,B
1139,462562,Female,No,25,Yes,Entertainment,0.0,Low,6.0,Cat_2,C
1468,467333,Female,Yes,58,Yes,Artist,0.0,Average,6.0,Cat_2,C
1575,460978,Female,No,35,Yes,Healthcare,3.0,Low,6.0,Cat_2,D
1866,461812,Male,Yes,30,No,Artist,9.0,High,6.0,Cat_2,A
2015,462803,Male,No,26,No,Doctor,0.0,Low,6.0,Cat_2,B
4395,461451,Female,No,28,Yes,Engineer,1.0,Low,6.0,Cat_2,A
4907,467840,Female,No,22,No,Healthcare,0.0,Low,6.0,Cat_2,D
5113,461442,Male,Yes,47,Yes,Artist,1.0,Average,6.0,Cat_2,C
5357,467718,Female,No,20,No,Healthcare,2.0,Low,6.0,Cat_2,D
5792,465341,Male,No,29,Yes,Healthcare,2.0,Low,6.0,Cat_2,D
5976,467927,Male,No,31,Yes,Doctor,8.0,Low,6.0,Cat_2,A
6357,460179,Female,No,20,No,Entertainment,0.0,Low,6.0,Cat_2,B
6544,460234,Female,No,20,No,Healthcare,4.0,Low,6.0,Cat_2,D
7123,463139,Male,Yes,60,Yes,Executive,1.0,High,6.0,Cat_2,B
7980,459911,Male,No,19,No,Healthcare,4.0,Low,6.0,Cat_2,D
490,467925,Female,No,28,Yes,Artist,3.0,Low,7.0,Cat_2,A
1493,464554,Female,No,35,Yes,Artist,0.0,Low,7.0,Cat_2,C
2402,463063,Female,No,25,No,Marketing,0.0,Low,7.0,Cat_2,B
3565,463510,Female,No,27,Yes,Healthcare,1.0,Low,7.0,Cat_2,A
3730,460159,Female,No,18,No,Entertainment,1.0,Low,7.0,Cat_2,B
4227,464673,Male,Yes,47,No,Executive,1.0,High,7.0,Cat_2,D
4316,466861,Female,No,21,No,Healthcare,8.0,Low,7.0,Cat_2,D
4797,463692,Female,Yes,26,Yes,Healthcare,6.0,High,7.0,Cat_2,D
5861,461580,Female,No,38,Yes,Artist,7.0,Low,7.0,Cat_2,C
6999,464599,Female,Yes,50,Yes,Artist,1.0,High,7.0,Cat_2,B
7095,460166,Female,No,21,No,Healthcare,1.0,Low,7.0,Cat_2,D
7740,465434,Female,No,26,Yes,Healthcare,1.0,Low,7.0,Cat_2,B
7954,465415,Male,No,31,No,Artist,0.0,Low,7.0,Cat_2,C
4602,461538,Female,No,38,Yes,Artist,8.0,Low,8.0,Cat_2,B
6370,461281,Male,No,23,No,Healthcare,4.0,Low,9.0,Cat_2,D
661,460308,Female,No,32,Yes,Doctor,7.0,Low,9.0,Cat_2,A
1182,460734,Male,Yes,35,Yes,Entertainment,8.0,Average,9.0,Cat_2,D
1580,467004,Female,No,50,No,Artist,0.0,Low,9.0,Cat_2,A
1731,466661,Male,No,27,No,Doctor,0.0,Low,9.0,Cat_2,A
2766,460818,Female,No,30,Yes,Healthcare,8.0,Low,9.0,Cat_2,D
3071,463751,Female,No,39,Yes,Doctor,5.0,Low,9.0,Cat_2,B
3899,461624,Female,Yes,41,Yes,Artist,1.0,Average,9.0,Cat_2,B
4095,464433,Male,No,33,Yes,Artist,1.0,Low,9.0,Cat_2,A
5193,467052,Male,No,18,No,Healthcare,2.0,Low,9.0,Cat_2,D
5588,465778,Female,No,21,No,Healthcare,0.0,Low,9.0,Cat_2,D
6835,465535,Female,No,29,No,Entertainment,9.0,Low,9.0,Cat_2,A
7992,467574,Male,No,32,Yes,Healthcare,4.0,Low,9.0,Cat_2,D
14,460849,Female,Yes,58,No,Doctor,0.0,Low,1.0,Cat_3,B
20,466084,Male,Yes,49,Yes,Homemaker,12.0,Low,1.0,Cat_3,A
52,461270,Male,Yes,40,Yes,Artist,1.0,Low,1.0,Cat_3,A
176,464866,Female,No,23,No,Engineer,11.0,Low,1.0,Cat_3,D
213,460516,Female,No,85,No,Lawyer,0.0,High,1.0,Cat_3,C
224,460691,Female,No,27,No,Homemaker,8.0,Low,1.0,Cat_3,D
234,460448,Female,No,38,Yes,Artist,9.0,Low,1.0,Cat_3,A
288,461197,Male,No,28,No,Marketing,0.0,Low,1.0,Cat_3,D
324,460093,Female,No,45,Yes,Artist,4.0,Low,1.0,Cat_3,A
343,463380,Female,Yes,69,Yes,Engineer,1.0,Low,1.0,Cat_3,A
376,466265,Male,No,30,No,Doctor,1.0,Low,1.0,Cat_3,C
496,463378,Male,No,30,Yes,Doctor,1.0,Low,1.0,Cat_3,B
558,463622,Male,No,27,Yes,Healthcare,8.0,Low,1.0,Cat_3,C
576,462713,Female,No,40,Yes,Engineer,8.0,Low,1.0,Cat_3,B
802,460061,Male,No,45,Yes,Marketing,0.0,Low,1.0,Cat_3,D
826,460528,Male,Yes,48,Yes,Homemaker,9.0,Low,1.0,Cat_3,C
958,459788,Female,No,36,Yes,Entertainment,9.0,Low,1.0,Cat_3,A
1027,463278,Female,Yes,59,Yes,Engineer,0.0,Low,1.0,Cat_3,B
1079,460599,Female,No,31,No,Engineer,0.0,Low,1.0,Cat_3,D
1114,459812,Female,No,43,Yes,Engineer,0.0,Low,1.0,Cat_3,A
1198,467062,Female,No,55,Yes,Artist,1.0,Low,1.0,Cat_3,A
1319,462922,Male,No,26,No,Doctor,8.0,Low,1.0,Cat_3,D
1335,466329,Female,Yes,39,No,Doctor,2.0,Low,1.0,Cat_3,A
1492,460488,Male,No,42,No,Doctor,0.0,Low,1.0,Cat_3,D
1503,460100,Female,No,29,Yes,Doctor,1.0,Low,1.0,Cat_3,A
1514,460573,Male,No,62,No,Healthcare,8.0,Low,1.0,Cat_3,C
1517,467126,Female,Yes,45,Yes,Artist,0.0,Low,1.0,Cat_3,B
1540,466740,Female,Yes,47,No,Engineer,8.0,Low,1.0,Cat_3,A
1582,466025,Female,No,50,No,Engineer,1.0,Low,1.0,Cat_3,A
1632,460558,Female,Yes,37,Yes,Engineer,1.0,Low,1.0,Cat_3,C
1639,466423,Female,No,42,No,Homemaker,8.0,Low,1.0,Cat_3,D
1767,464312,Male,No,43,Yes,Artist,1.0,Low,1.0,Cat_3,A
1884,460556,Female,Yes,38,Yes,Artist,1.0,Low,1.0,Cat_3,C
1890,467088,Male,Yes,57,Yes,Artist,0.0,Low,1.0,Cat_3,A
2115,460098,Female,Yes,62,Yes,Engineer,1.0,Low,1.0,Cat_3,B
2144,465082,Male,Yes,67,Yes,Lawyer,0.0,Low,1.0,Cat_3,A
2171,460062,Male,No,29,Yes,Artist,4.0,Low,1.0,Cat_3,D
2333,463407,Female,No,33,No,Doctor,0.0,Low,1.0,Cat_3,D
2359,466010,Female,Yes,69,No,Doctor,0.0,Low,1.0,Cat_3,A
2399,463173,Male,No,47,Yes,Artist,0.0,Low,1.0,Cat_3,B
2428,460797,Male,Yes,47,Yes,Artist,4.0,Low,1.0,Cat_3,A
2468,460094,Female,No,39,Yes,Artist,0.0,Low,1.0,Cat_3,A
2482,466017,Female,Yes,45,Yes,Homemaker,1.0,Low,1.0,Cat_3,B
2547,464324,Male,Yes,76,Yes,Lawyer,1.0,Low,1.0,Cat_3,D
2620,461531,Male,No,41,Yes,Artist,4.0,Low,1.0,Cat_3,A
2623,461463,Male,No,41,Yes,Artist,6.0,Low,1.0,Cat_3,B
2798,465807,Female,No,42,Yes,Artist,1.0,Low,1.0,Cat_3,B
2804,467643,Male,No,42,Yes,Artist,12.0,Low,1.0,Cat_3,A
2864,460896,Male,No,43,Yes,Artist,0.0,Low,1.0,Cat_3,A
2874,461098,Female,Yes,39,Yes,Engineer,1.0,Low,1.0,Cat_3,A
2879,460449,Male,No,31,No,Marketing,4.0,Low,1.0,Cat_3,D
2939,461814,Female,No,37,Yes,Artist,1.0,Low,1.0,Cat_3,A
2948,465121,Female,No,32,Yes,Artist,6.0,Low,1.0,Cat_3,B
2980,460587,Female,No,38,Yes,Artist,6.0,Low,1.0,Cat_3,B
3045,460000,Male,No,52,Yes,Entertainment,1.0,Low,1.0,Cat_3,A
3052,460676,Female,Yes,51,Yes,Marketing,9.0,Average,1.0,Cat_3,A
3104,460483,Female,Yes,38,Yes,Executive,0.0,High,1.0,Cat_3,D
3115,461073,Female,No,33,No,Entertainment,1.0,Low,1.0,Cat_3,A
3134,461745,Male,Yes,46,No,Entertainment,8.0,Low,1.0,Cat_3,A
3286,459917,Male,No,43,Yes,Artist,11.0,Low,1.0,Cat_3,B
3340,463386,Female,Yes,43,Yes,Doctor,6.0,Low,1.0,Cat_3,B
3557,461272,Male,Yes,67,Yes,Artist,0.0,Low,1.0,Cat_3,B
3584,466016,Female,No,48,Yes,Homemaker,1.0,Low,1.0,Cat_3,B
3639,464692,Female,No,48,No,Marketing,1.0,Low,1.0,Cat_3,D
3747,466323,Male,No,28,No,Doctor,4.0,Low,1.0,Cat_3,B
3773,460559,Female,No,49,Yes,Healthcare,8.0,Low,1.0,Cat_3,D
3778,463141,Male,Yes,60,Yes,Artist,8.0,Low,1.0,Cat_3,A
3811,466651,Male,No,40,No,Entertainment,5.0,Low,1.0,Cat_3,A
3877,460165,Female,No,40,Yes,Entertainment,0.0,Low,1.0,Cat_3,A
3971,462969,Male,Yes,58,Yes,Artist,8.0,Low,1.0,Cat_3,B
4007,466524,Female,Yes,46,Yes,Artist,0.0,Low,1.0,Cat_3,B
4276,464586,Female,No,46,Yes,Artist,1.0,Low,1.0,Cat_3,B
4302,461141,Male,Yes,55,No,Homemaker,2.0,Low,1.0,Cat_3,A
4361,462787,Female,No,29,No,Artist,1.0,Low,1.0,Cat_3,A
4364,461252,Female,Yes,48,Yes,Doctor,1.0,Low,1.0,Cat_3,D
4492,463283,Female,No,48,Yes,Artist,1.0,Low,1.0,Cat_3,B
4518,466979,Female,Yes,39,Yes,Homemaker,1.0,Low,1.0,Cat_3,A
4520,465605,Female,Yes,52,Yes,Engineer,4.0,Low,1.0,Cat_3,B
4552,460487,Female,No,42,No,Homemaker,4.0,Low,1.0,Cat_3,B
4610,464422,Male,No,59,No,Entertainment,4.0,Low,1.0,Cat_3,A
4674,462962,Female,Yes,37,Yes,Artist,4.0,Low,1.0,Cat_3,A
4693,460355,Female,No,40,Yes,Entertainment,5.0,Low,1.0,Cat_3,A
4731,465684,Female,No,47,Yes,Entertainment,0.0,Low,1.0,Cat_3,A
4760,461040,Female,Yes,69,No,Lawyer,0.0,Low,1.0,Cat_3,D
4785,466019,Female,Yes,63,Yes,Artist,5.0,Low,1.0,Cat_3,C
4862,460447,Male,Yes,79,No,Lawyer,0.0,Low,1.0,Cat_3,A
4877,465723,Male,No,42,Yes,Healthcare,9.0,Low,1.0,Cat_3,D
4911,460063,Female,No,43,Yes,Artist,1.0,Low,1.0,Cat_3,A
4962,466171,Female,Yes,79,Yes,Lawyer,0.0,Low,1.0,Cat_3,A
4965,460584,Female,No,33,Yes,Homemaker,1.0,Low,1.0,Cat_3,A
4972,461172,Female,Yes,71,Yes,Lawyer,1.0,Low,1.0,Cat_3,A
4984,467769,Female,No,35,Yes,Doctor,1.0,Low,1.0,Cat_3,B
5027,465544,Female,No,51,Yes,Artist,0.0,Low,1.0,Cat_3,A
5100,466663,Male,No,57,Yes,Doctor,0.0,Low,1.0,Cat_3,A
5118,463274,Male,Yes,58,Yes,Artist,7.0,Low,1.0,Cat_3,B
5175,460052,Female,No,81,Yes,Lawyer,1.0,Low,1.0,Cat_3,B
5339,466063,Female,Yes,48,Yes,Entertainment,0.0,Low,1.0,Cat_3,B
5395,461017,Female,No,40,Yes,Homemaker,13.0,Low,1.0,Cat_3,A
5461,460544,Male,No,77,Yes,Lawyer,0.0,Low,1.0,Cat_3,C
5511,461085,Female,No,31,No,Engineer,1.0,Low,1.0,Cat_3,A
5577,461815,Male,Yes,55,Yes,Artist,1.0,Low,1.0,Cat_3,B
5627,465549,Female,No,52,Yes,Healthcare,0.0,Low,1.0,Cat_3,D
5644,461189,Male,Yes,87,No,Lawyer,0.0,Low,1.0,Cat_3,B
5654,463282,Male,No,38,Yes,Artist,1.0,Low,1.0,Cat_3,B
5655,460681,Female,No,36,Yes,Homemaker,6.0,Low,1.0,Cat_3,B
5696,459921,Male,No,37,Yes,Artist,8.0,Low,1.0,Cat_3,A
5702,463151,Male,Yes,60,Yes,Artist,1.0,Low,1.0,Cat_3,A
5749,460161,Male,No,38,Yes,Artist,0.0,Low,1.0,Cat_3,B
5764,463391,Male,Yes,62,Yes,Doctor,5.0,Low,1.0,Cat_3,B
5819,459918,Female,No,43,Yes,Artist,1.0,Low,1.0,Cat_3,B
5850,463169,Female,Yes,85,Yes,Lawyer,0.0,Low,1.0,Cat_3,D
6040,460479,Female,No,42,No,Doctor,8.0,Low,1.0,Cat_3,A
6072,460557,Female,No,36,Yes,Marketing,9.0,Low,1.0,Cat_3,C
6199,460015,Female,Yes,43,No,Entertainment,5.0,Low,1.0,Cat_3,D
6289,466119,Female,Yes,57,No,Engineer,0.0,Low,1.0,Cat_3,B
6304,466804,Female,Yes,40,Yes,Homemaker,4.0,Low,1.0,Cat_3,A
6320,460160,Male,No,43,Yes,Entertainment,5.0,Low,1.0,Cat_3,D
6435,460561,Female,No,39,No,Engineer,6.0,Low,1.0,Cat_3,C
6491,459916,Male,No,36,Yes,Artist,0.0,Low,1.0,Cat_3,B
6579,466481,Male,No,40,Yes,Artist,2.0,Low,1.0,Cat_3,B
6582,463174,Female,Yes,58,Yes,Engineer,1.0,Low,1.0,Cat_3,A
6644,466061,Female,No,41,Yes,Engineer,2.0,Low,1.0,Cat_3,A
6668,460115,Female,No,28,Yes,Healthcare,2.0,Low,1.0,Cat_3,A
